Year,YearCode,Country me,Country Code,ari,adjsav_eduexp,ado_fert_rate,agedep_work,agedep_young,agrland,brate,gen_eq_rate,gov_debt,fert_rate,c_gdp,grow_gdp,percap_gdp,gini,percap_healthexp,healthexp_gdp,ishare_low20,de_gdp,lifeexp_f,lifeexp_m,lifeexp,mortrate_inf,mortrate_un5,mortrate_un5f,mortrate_un5m,grow_pop,immu_dpt,immu_mea,hiv_fe15up
2010,YR2010,Iraq,IRQ,,,70.841,80.50626436,74.42135624,18.90311291,32.317,,,4.211,45092292873,5.85718776,3270.348463,,246.7526977,6.919262702,,14.62633598,72.599,65.24,68.8297561,29.7,36.2,32.8,39.5,2.649523348,74,75,
2010,YR2010,Ireland,IRL,,5.94543,11.5432,48.50703956,31.70032752,66.30860793,16.5,,86.37369672,2.07,2.07E+11,-0.766234434,36785.91447,,4241.637945,6.354800846,,-1.827698477,83.2,78.7,80.89512195,3.5,4.2,3.8,4.6,0.34509126,94,90,29.6
2010,YR2010,Isle of Man,IMY,,,,,,76.14035088,,,,,,,,,,,,,,,,,,,,0.835704418,,,
2010,YR2010,Israel,ISR,,5.63831,10.2754,60.44416908,43.70200145,23.90942699,21.8,,,3.03,1.65E+11,5.664478716,26197.48249,,2197.896642,4.741517348,,6.984579437,83.6,79.7,81.60243902,3.6,4.5,4.2,4.8,1.82675241,94,96,30.4
2010,YR2010,Italy,ITA,,4.43318,5.0798,52.28269665,21.3804584,48.69381927,9.3,,117.6832874,1.41,1.76E+12,1.723288452,27059.09553,,3246.847039,7.409831607,,0.388241439,84.4,79.2,81.73658537,3.4,4,3.6,4.3,0.481764994,96,91,10.4
2010,YR2010,Jamaica,JAM,,5.76796,72.95901,58.43647755,46.00941877,41.45891043,15.3,,,2.334,,-1.480026897,,,258.6459405,2.878465717,,9.879841749,75.509,70.312,72.84712195,15.3,17.8,15.4,20.1,0.207530463,99,89,34.2
2010,YR2010,Japan,JPN,,3.185158284,5.297201,56.85929397,20.84102738,12.60082305,8.5,,174.7508833,1.39,4.65E+12,4.652111856,31029.74657,,3958.467531,7.4170251,,-2.164497815,86.3,79.55,82.84268293,2.4,3.2,3,3.4,-0.084310163,98,94,15.3
2010,YR2010,Jordan,JOR,,5.610157836,27.6578,62.55644493,57.03367727,11.28970489,28.869,,61.37345765,3.458,17030688372,2.307055764,5248.543209,35.43,370.0103358,5.62641717,7.71,8.436039987,75.079,71.871,73.43587805,17.3,20.3,19.2,21.4,2.190539893,98,98,
2010,YR2010,Kazakhstan,KAZ,,4.413397639,29.1888,46.121446,36.40267197,77.29192132,22.53,,10.18534315,2.59,77245319067,7.299999999,10915.66313,,395.0648173,2.527218126,,19.5422854,73.32,63.51,68.29536585,19.5,21.9,18.5,25.2,1.417845541,99,99,38
2010,YR2010,Kenya,KEN,,5.91597,96.25441,82.41805109,77.64776304,48.23066381,36.681,3.5,,4.616,23516785868,5.764827125,1471.083459,,34.85764894,1.762491666,,1.972315257,61.161,58.01,59.54707317,51.7,79,73.9,83.8,2.686665341,83,86,56.9
2010,YR2010,Kiribati,KIR,,,18.8346,59.8622847,53.70285266,41.97530864,23.413,2.5,,3.048,110681568.6,-0.500305552,2239.021637,,161.9121296,8.653259709,,1.119402919,70.768,65.137,67.88382927,48.2,62.8,57.6,67.6,1.516406657,91,89,
2010,YR2010,"Korea, Dem. Rep.",PRK,,,0.6392,45.86548958,33.0618081,21.21916784,14.408,,,2.003,,,,,,,,,72.45,65.515,68.89792683,24.8,31.4,28.1,34.6,0.526494859,93,99,29.9
2010,YR2010,"Korea, Rep.",KOR,,4.21603,2.1824,37.58911349,22.34724582,18.25952626,9.4,,,1.226,1.02E+12,6.320254036,26774.03745,,1451.775175,4.116134838,,3.614171834,84.1,77.2,80.56585366,3.5,4.1,3.8,4.4,0.462512996,94,98,29.4
2010,YR2010,Kosovo,KSV,,,,51.88034188,41.70940171,,18.53,3.5,,2.2893,4776327556,3.2,,,,,,3.80538208,72.01,67.86,69.88439024,,,,,0.803248961,,,
2010,YR2010,Kuwait,KWT,,3.18568,14.7202,37.65289194,34.69836864,8.529741863,21.314,,,2.673,86235752843,-2.370603652,39403.14423,,1224.97489,2.112612477,,15.50541759,75.131,73.239,74.16192683,9.7,11.2,10.3,12.1,4.844689281,98,98,
2010,YR2010,Kyrgyz Republic,KGZ,,5.95653,29.4612,52.61711295,45.8553187,55.32794578,26.8,4.5,,3.06,3055806771,-0.471566603,2026.370671,36.51,59.83553423,3.710140719,6.77,10.03390355,73.5,65.3,69.3,26.9,30.5,26.7,34,1.192864429,96,99,18.7
2010,YR2010,Lao PDR,LAO,,1.05939,69.04601,68.08093329,61.80376418,10.30329289,28.226,3.5,,3.29,4021824832,8.526905517,2242.122019,,30.3059985,1.218111749,,10.01845717,68.245,65.616,66.89843902,58.2,78.4,72.9,83.5,2.017570299,74,64,46
2010,YR2010,Latvia,LVA,,5.573478081,15.3768,48.20720996,20.97852159,29.00064267,8.6,,49.88284724,1.17,15502642580,-0.343503564,12948.31309,,762.1586536,4.056887582,,-2.315719341,78.4,68.8,73.48292683,8.2,9.4,8.5,10.2,-0.704344542,91,92,30.4
2010,YR2010,Lebanon,LBN,,1.58805,12.1776,47.39514239,34.9408393,62.56109482,12.822,,,1.513,29991683920,7,12288.82793,,574.2819957,1.67794999,,0.12967746,81.488,77.124,79.25278049,8.7,10.2,9.6,10.6,2.193097318,81,80,29.4
2010,YR2010,Lesotho,LSO,,9.74033,89.6572,72.16779868,64.80397182,76.61396574,27.904,4,,3.207,1766292382,7.868952848,1602.041061,,115.7164406,8.110049914,,2.817172845,47.739,47.24,47.48341463,76.8,108.4,100.9,115.3,0.952694441,83,85,58.4
2010,YR2010,Liberia,LBR,,3.08376,127.2386,86.63407532,80.90154687,27.30481728,37.141,2.5,,5.024,960255604.2,10.9425022,492.5599045,,40.63750055,3.121024264,,5.473708436,60.366,58.547,59.43431707,60.8,82.5,76.5,88.1,3.510900571,70,65,59
2010,YR2010,Libya,LBY,,,2.7546,51.55954961,44.62690464,8.857428646,21.912,,,2.525,,,,,388.791449,2.111304586,,,76.767,72.912,74.7924878,14.5,16.9,15,18.6,1.270944227,98,98,
2010,YR2010,Liechtenstein,LIE,,2.36979,,,,40.625,9.1,,,1.4,,,,,,,,,,,,,,,,0.747526789,,,
2010,YR2010,Lithuania,LTU,,5.39184,13.9352,44.37385776,21.99119704,44.23294775,10.8,,43.35403685,1.55,27346902406,1.330192805,15534.51471,,782.0235752,5.136697263,,2.029189149,78.8,68,73.26829268,5.6,6.8,6.1,7.4,-1.588738747,95,96,11
2010,YR2010,Luxembourg,LUX,,3.52779,8.8598,46.27687003,25.80931209,50.59459459,11.6,,17.54185774,1.63,40696164752,3.101429733,67742.46093,,8193.487867,6.620343374,,7.154211105,83.5,77.9,80.63170732,2,2.5,2.2,2.7,1.825405804,99,96,30.7
2010,YR2010,"Macao SAR, Chi",MAC,,2.76248,3.4762,24.88110537,15.88804742,,9.481,,,1.003,20684077559,27.49864978,58817.30709,,,,,4.597316717,82.068,77.431,79.69295122,,,,,2.463383491,,,
2010,YR2010,"Macedonia, FYR",MKD,,4.902626588,19.8932,41.01261235,24.58304443,44.36954798,10.942,,,1.452,7140170814,2.893290982,9104.278067,43.56,299.5020073,4.079131653,4.89,2.719618112,77.047,72.508,74.72214634,8.7,9.9,9.1,10.6,0.078900273,95,98,
2010,YR2010,Madagascar,MDG,,2.65872,127.4148,86.06408727,80.76795726,71.18169,35.46,3.5,,4.654,5804539998,0.528013582,849.1192449,44.11,15.08365292,2.078310176,5.41,9.337774347,64.852,61.919,63.34973171,43.6,62.9,58.6,67.2,2.80876582,85,73,46.5
2010,YR2010,Malawi,MWI,70.3,4.39173,149.7682,95.63524081,89.62426652,59.18540518,40.865,3.5,,5.636,3290262502,-9.528520185,657.7296981,43.91,28.46863766,6.231310966,5.64,26.44817559,53.52,53.414,53.46570732,52.6,82.9,77.8,87.8,2.976902311,93,93,58
2010,YR2010,Malaysia,MYS,,4.14536,8.5408,48.19951903,41.02665414,23.95373611,17.609,,51.05825301,2.002,1.79E+11,7.425006152,13801.36069,,367.9636542,2.439307948,,4.118682772,76.886,72.219,74.49558537,7.2,8.4,7.6,9.3,1.73196504,94,96,13.7
2010,YR2010,Maldives,MDV,,5.04299,6.8942,53.80917608,46.10393573,23.33333333,22.236,4,66.56332877,2.339,1518834121,7.058757632,7338.726985,,408.8470824,3.785907255,,0.441201391,77.865,75.759,76.78631707,11.2,13,11.6,14.4,1.870035931,96,97,29.6
2010,YR2010,Mali,MLI,,3.88913,177.695,98.79862668,93.03438866,33.61853482,47.747,3.5,,6.841,6971653981,5.819314829,1095.119233,33.02,39.48080017,2.817370989,7.97,4.183789187,53.593,53.94,53.77073171,83.4,137.8,131.6,143.8,3.098167701,76,63,59.1
2010,YR2010,Malta,MLT,,5.61982,18.4074,43.08698965,22.35555116,32.1875,9.6,,82.94168669,1.38,6652772997,2.711745796,22696.80438,,1706.469864,5.447951475,,2.927276059,83.1,78.9,80.94878049,5.9,6.9,6.3,7.4,0.48290065,76,73,29.6
2010,YR2010,Marshall Islands,MHL,,6.50956,,,,72.22222222,,,,,147320122,5.6,,,516.5816344,14.36490437,,1.969293241,,,,31.5,38.8,34,43.2,0.166079699,94,97,
2010,YR2010,Mauritania,MRT,,3.83073,76.98301,77.60568881,72.02959806,38.52818473,35.207,4,,4.837,2835163755,5.083128031,2110.187532,,58.90978473,4.02920623,,21.37138709,62.567,59.553,61.0232439,66.8,89.1,80.6,97.2,2.620121515,64,67,58.5
2010,YR2010,Mauritius,MUS,,3.08405,31.7984,40.63211559,29.75507564,44.82758621,11.7,,37.86748804,1.47,7826157632,4.109994779,12278.62638,,464.7699997,2.713108374,,1.773808609,76.65,69.46,72.96731707,12.9,14.9,13.2,16.6,0.461041617,99,99,27.4
2010,YR2010,Mexico,MEX,,5.15991,65.7736,56.31699304,46.96494209,52.97564238,19.544,,,2.281,9.57E+11,5.066466411,12412.4785,47.16,603.356072,3.100497921,4.93,4.105650226,79.156,74.342,76.69029268,14.7,17.1,15.4,18.8,1.249350271,95,95,22.6
2010,YR2010,"Micronesia, Fed. Sts.",FSM,,,21.304,68.76333633,62.27300281,30.09463722,23.731,,,3.46,246418335.6,2.530561756,3178.137889,,365.4735611,12.464455,,3.368222773,69.494,67.791,68.62173171,33,40.8,36.6,44.7,-0.350671355,85,80,
2010,YR2010,Moldova,MDA,,7.73793,31.0848,38.5561095,23.09795874,75.02891581,12.348,5,26.32298147,1.477,3501430332,7.094071762,2793.380334,33.03,190.425316,5.347429923,7.8,11.07709966,72.422,64.683,68.45812195,16.1,18.8,16.6,20.9,-0.099359336,90,97,33.6
2010,YR2010,Moco,MCO,,1.17233,,,,,,,,,,,,,6663.401309,3.852597029,,,,,,3.2,4,3.6,4.3,1.451658237,99,99,
2010,YR2010,Mongolia,MNG,87,5.09384,18.8364,44.44047218,38.93139706,73.1146528,22.931,3.5,44.98061014,2.437,3453733410,6.365161685,3677.980549,,123.9652046,3.140695896,,20.03329976,70.985,62.999,66.89460976,25.2,30.2,24.2,35.8,1.504774668,96,97,49.7
2010,YR2010,Montenegro,MNE,,,16.5508,46.90415034,28.59508724,38.0669145,12.056,,,1.698,2803866144,2.5,10343.6511,28.58,583.8900435,5.961604865,8.75,1.582849442,76.759,72.186,74.41673171,6.4,6.9,6.5,7.3,0.10810934,94,90,
2010,YR2010,Morocco,MAR,,5.20098,34.5518,49.57298618,42.06606011,67.19314363,21.833,,52.33609631,2.583,75523499824,3.642974764,4268.026114,,166.3969849,2.06517819,,0.645351297,71.953,68.475,70.17158537,28.8,33.5,29.9,36.9,1.162766615,99,98,38.4
2010,YR2010,Mozambique,MOZ,,4.01833,147.6662,94.46898885,88.18013218,62.81950202,40.666,3.5,,5.409,9127794919,7.084660132,805.0484575,,24.70825629,3.316264377,,10.48425996,50.184,48.14,49.13707317,71.1,101.3,96.2,106.2,2.561990555,74,82,59
2010,YR2010,Myanmar,MMR,69.3,0.83706,13.7232,45.27388537,37.87484181,19.17460123,17.896,,,2.003,,,,,17.33110903,0.240778706,,,66.683,62.583,64.583,43.7,56,50.5,61.3,0.75526502,90,88,31.8
2010,YR2010,mibia,M,,7.96808,62.71281,69.8623472,64.00376162,47.13891824,27.077,,,3.229,8902636343,6.273523236,6092.025934,,269.431485,3.206228817,,1.549853761,65.387,59.712,62.48029268,31.1,45.3,41,49.3,1.641183728,83,75,57.9
2010,YR2010,Nepal,NPL,,4.20249,82.1172,72.50301106,64.01202041,29.71049878,23.108,4,33.86252123,2.619,10103288981,4.81641465,1204.525981,32.82,27.55314463,1.892960356,8.27,15.14693245,68.221,66.042,67.10492683,36.4,45.5,42.9,48,1.127817132,82,86,31.6
2010,YR2010,Netherlands,NLD,,4.735803838,5.8166,49.13052465,26.10134691,56.58760747,11.1,,62.04922042,1.79,6.83E+11,1.52764573,36888.28572,,5683.063435,10.26867211,,0.824238134,82.7,78.8,80.70243902,3.7,4.4,3.9,4.8,0.512923101,97,96,15.3
2010,YR2010,New Caledonia,NCL,,,21.3184,49.32332313,35.12427642,13.73085339,16.7,,,2.193,,,,,,,,,78.827,72.968,75.82604878,,,,,1.780615762,,,
2010,YR2010,New Zealand,NZL,,7.16214,27.2258,50.36462463,30.80846911,43.32535794,14.76,,47.89541617,2.16,1.19E+11,0.236521891,25215.025,,3266.817968,8.38522845,,4.704458064,82.7,78.8,80.70243902,4.9,6,5.3,6.6,1.197674273,93,91,22.6
2010,YR2010,Nicaragua,NIC,,2.96455,105.5584,64.15593941,56.64510183,42.76217384,23.929,3.5,,2.631,7290785418,3.622666628,3255.616998,,113.0850586,5.687492402,,6.675390025,76.94,70.8,73.79512195,22,26.1,23,29,1.364073562,98,99,30.4
2010,YR2010,Niger,NER,,3.5156,206.7062,110.1189988,104.6925299,34.56382727,50.052,2.5,,7.584,4381636015,8.369239798,641.5471241,,17.40364302,2.380867928,,2.554677393,57.127,56.851,56.98563415,67.1,126.6,122.9,130.1,3.788020894,70,71,54.2
2010,YR2010,Nigeria,NGA,,0.85,121.3328,87.79765248,82.67336989,83.66546988,41.933,3,,6.022,1.59E+11,7.839739477,2170.057238,48.83,67.11868541,1.708526252,4.41,26.75076167,51.587,51.006,51.28941463,82.6,132.4,126.4,138,2.746547633,54,56,57.5
2010,YR2010,Northern Maria Islands,MNP,,,,,,6.52173913,,,,,,,,,,,,,,,,,,,,-2.598691197,,,
2010,YR2010,Norway,NOR,,6.58019,8.265599,51.09082262,28.40967317,3.306491372,12.6,,35.70121992,1.95,3.16E+11,0.478112087,46773.90317,,8038.694586,7.984463889,,6.289197536,83.2,78.9,80.99756098,2.5,3.1,2.8,3.5,1.24566618,93,93,29.4
2010,YR2010,Oman,OMN,,4.20754,11.793,42.6817001,39.10122844,5.720193861,21.787,,5.02441009,2.901,41930341498,5.588027154,24753.12022,,568.3341593,2.216395792,,18.85028947,78.238,73.958,76.04580488,10.3,11.9,10.7,13.1,5.107008134,99,99,24.1
2010,YR2010,Pakistan,PAK,,1.56468,28.7256,66.00448055,58.82930695,34.24657534,26.644,2,,3.43,1.30E+11,1.606680858,2324.335183,,28.03580786,0.787624057,,10.85024793,66.994,65.3,66.12634146,72.2,90,86.2,93.7,1.780304322,86,82,27.3
2010,YR2010,Palau,PLW,,,,,,10.86956522,,,,,171792215.1,-0.762522977,14830.97304,,965.6229675,8.785171821,,0.267399387,,,,15.6,22,19.8,24.2,0.617437155,69,39,
2010,YR2010,Pama,PAN,,3.53283,80.9526,56.45476781,45.86866105,30.40086091,20.403,,,2.549,23122824847,7.452241997,12066.99135,51.92,662.6548885,6.079832936,3.3,2.411155442,79.964,74.077,76.94870732,16.9,19.7,17.4,21.8,1.707807397,94,97,31
2010,YR2010,Papua New Guinea,PNG,,,64.019,71.92247508,67.14678174,2.627743674,30.233,2.5,,3.954,6553203636,8,2217.108837,,56.73072022,3.087500265,,9.259259259,64.158,59.96,62.00780488,50.7,66.6,61.4,71.4,2.272562677,56,55,56.8
2010,YR2010,Paraguay,PRY,,3.71064,69.09859,63.15648571,54.72317875,52.83161339,24.294,,,2.968,11148152795,13.09300152,5312.810884,52.42,271.6098444,3.285246511,3.26,6.100265781,74.246,69.913,72.02665854,20,23.6,21.1,26,1.754352603,89,94,42.1
2010,YR2010,Peru,PER,68.4,2.27229,52.328,56.22113731,46.85685299,16.7734375,20.547,,21.60019891,2.511,1.12E+11,8.791191124,8502.608135,48.14,258.1617078,2.743304961,3.91,4.278814347,76.673,71.269,73.90509756,15.7,20.2,18.1,22.1,1.129026372,93,94,31.4
2010,YR2010,Philippines,PHL,,2.44263,49.7054,63.93184633,57.84093038,40.24549753,25.025,,,3.151,1.31E+11,7.632263915,3553.502243,,88.74407102,1.496366387,,4.222388865,71.726,64.901,68.23026829,24.7,31.6,27.7,35.3,1.681274082,79,80,17.6
2010,YR2010,Poland,POL,,4.98691,13.286,39.93103642,21.00249015,48.00788955,10.8,,,1.38,3.83E+11,4.070924982,17372.27207,33.75,851.0791379,5.001695415,7.69,1.239702961,80.6,72.1,76.24634146,5.1,5.9,5.3,6.4,0.084050257,99,98,20.4
2010,YR2010,Portugal,PRT,,5.72153,14.2558,49.61923274,22.66568248,40.19897234,9.5,,94.62503363,1.36,1.97E+11,1.936409694,21779.64611,,2305.872722,7.05742048,,0.621030321,82.1,76.1,79.02682927,3.1,3.8,3.5,4.2,0.045736149,98,96,29.9
2010,YR2010,Puerto Rico,PRI,,,48.3844,50.30064976,30.76501774,21.4205186,11.3,,,1.664,77337254438,-0.413254118,,,,,,2.286500731,82.141,74.412,78.1822439,,,,,-0.514688433,,,
2010,YR2010,Qatar,QAT,,1.88076,11.7572,17.4127514,16.1205296,5.684754522,11.676,,,2.085,92687851406,16.73155586,70239.31111,,1488.595797,1.592698872,,9.842350258,79.047,77.288,78.14604878,6.9,8.1,7.5,8.6,11.21527041,97,99,
2010,YR2010,Romania,ROM,,3.35741,30.927,42.55262768,21.4027734,61.53444903,9.9,,,1.33,1.12E+11,-1.649025153,10715.06249,24.24,457.2307647,4.777780112,9.61,6.02294406,77.3,69.8,73.45853659,11.8,13.5,12,15,-0.197584308,94,95,30
2010,YR2010,Russian Federation,RUS,,3.544344317,27.1526,38.92996466,20.72940244,13.05377645,12.5,,9.098105645,1.54,9.09E+11,4.503725626,14181.57581,,670.3640455,3.799341723,,14.18703858,74.9,63,68.80487805,10,11.7,10.3,13,0.336969496,97,98,35.3
2010,YR2010,Rwanda,RWA,50.2,4.22099,37.2708,88.6038117,84.28798975,77.82732063,36.914,4,,4.841,3818993880,7.218691998,1055.865022,,55.22403979,5.715145064,,2.479232687,63.739,60.758,62.21214634,43.7,63.8,59.5,68,2.874467786,97,95,58.4
2010,YR2010,Samoa,WSM,,4.41554,29.6202,76.44955124,67.53644408,12.36749117,27.931,3.5,,4.338,425313171.7,0.4,3829.717244,,204.0746573,5.503795351,,1.417611462,75.641,69.329,72.40802439,15.5,18.1,16.4,19.8,0.714803183,87,61,
2010,YR2010,San Marino,SMR,,,,,,16.66666667,10.5,,,,,,,,3386.97909,6.082725061,,,86.12545455,80.33454545,83.15937916,3.1,3.5,3.2,3.8,0.529574493,79,68,
2010,YR2010,Sao Tome and Principe,STP,,,69.62099,82.46670368,75.86944955,50.52083333,36.234,3,,4.287,144835069.6,4.511410893,1543.663959,,94.13270702,2.652847619,,11.73954712,67.841,63.961,65.85368293,40.1,56.9,52.3,61.3,2.838571317,98,92,52.5
2010,YR2010,Saudi Arabia,SAU,,7.186186687,10.7526,50.82427585,46.33819438,80.64185999,20.774,,,2.829,4.36E+11,7.434452819,24864.35174,,658.9520417,2.647192793,,14.27606771,76.94,73.3,75.07560976,8.5,9.9,9.1,10.7,1.70946364,98,98,
2010,YR2010,Senegal,SEN,,5.21994,95.88319,87.71607714,81.91032244,49.36892952,38.561,3.5,,5.05,10366034228,4.266247626,1677.617535,,59.5772784,3.277130831,,1.536099426,64.296,61.457,62.84187805,47.3,66.8,61.7,71.7,2.848854845,89,82,65.9
2010,YR2010,Serbia,SRB,89.7,4.99598,17.8488,44.1120999,24.3116765,57.74068145,9.4,,,1.4,27879217077,1.009543034,9602.434165,29.62,546.0264001,6.410436434,8.36,4.889696434,76.6,71.4,73.93658537,6.6,7.6,6.8,8.4,-0.402005901,91,95,22.7
2010,YR2010,Seychelles,SYC,,4.62848,57.7174,42.66408187,31.82913203,6.52173913,16.8,,75.53937453,2.1,1138398917,5.945430656,20640.01389,,368.1420211,3.040603312,,-4.204108299,77.4,69.7,73.45609756,11.7,13.6,12.4,14.7,2.792329069,99,99,
2010,YR2010,Sierra Leone,SLE,73.7,3.40629,107.9974,80.90682771,76.26261054,47.96146328,38.283,3,,4.943,2130751273,5.441246559,996.548259,,67.73178528,3.1924887,,16.92544656,44.988,44.697,44.83895122,122.7,192.6,183.5,201.3,1.944982993,84,80,59.3
2010,YR2010,Singapore,SGP,,3.01722,6.0114,35.78373639,23.54802089,1.057142857,9.3,,105.0010572,1.15,1.69E+11,14.78078601,52313.90845,,2004.787653,1.406817191,,0.212429702,84,79.2,81.54146341,2.2,2.8,2.6,3.1,1.770661207,97,95,29.4
2010,YR2010,Sint Maarten (Dutch part),SXM,,,,,,,,,,,,,,,,,,,,,,,,,,-3.333512092,,,
2010,YR2010,Slovak Republic,SVK,,3.89133,17.7908,37.80617432,20.84601601,40.43791978,11.1,,46.55843081,1.4,76899962691,4.182900159,20120.69302,,1445.142849,5.810665693,,0.491641303,78.8,71.6,75.11219512,6.8,8.1,7.3,8.9,0.212173182,99,98,9.1
2010,YR2010,Slovenia,SVN,,5.38675,2.277,44.24490231,20.21328293,23.99702085,10.9,,,1.57,39034227961,1.379539352,25052.85592,,2064.487017,6.531251179,,-1.066980391,82.7,76.3,79.42195122,2.8,3.4,3.1,3.7,0.436079485,96,95,8.9
2010,YR2010,Solomon Islands,SLB,,3.830722506,67.04681,78.72075166,72.83612217,3.251161129,32.698,3,,4.236,555854393.5,7,2484.107792,,93.43990154,6.94960793,,5.607476636,68.446,65.753,67.06665854,27.2,32.8,29.2,36.2,2.205366643,79,68,
2010,YR2010,Somalia,SOM,,,117.0854,102.0808151,96.37781798,70.34303567,45.095,,,6.869,,,,,,,,,55.655,52.47,54.02365854,95.6,156.2,148.9,162.7,2.685323445,45,46,50.7
2010,YR2010,South Africa,ZAF,,5.43413,54.1812,53.69656027,45.66513,79.87123791,21.536,,,2.467,2.90E+11,3.086635659,9516.448391,,630.926093,4.05375448,,7.203199318,56.144,52.721,54.3907561,35,52.9,48.2,57.4,1.351627063,66,74,58.9
2010,YR2010,South Sudan,SSD,47.6,,83.312,86.02065528,79.68462407,,37.355,,,5.194,,4.238671675,,,31.90180729,0.684870669,,22.58201126,54.494,52.485,53.465,71.2,111.9,106,117.4,4.320565107,,,57.6
2010,YR2010,Spain,ESP,,4.56952,11.474,47.12592763,21.96148125,55.22253408,10.5,,48.68760161,1.38,1.18E+12,-0.201262019,26908.04463,,2895.928746,7.124939263,,0.07972917,84.7,78.7,81.62682927,4,4.7,4.3,5,0.353072269,97,95,23
2010,YR2010,Sri Lanka,LKA,,1.74418,19.0704,49.00717257,37.43378081,41.77962048,18.477,4,,2.343,33253082140,8.015959406,4600.87303,36.4,82.03527924,1.573735767,7.72,7.298947764,76.915,70.746,73.75526829,8.9,10.3,9.4,11.2,0.987770482,99,99,34.9
2010,YR2010,St. Kitts and Nevis,K,,3.49635,,,,21.92307692,,,,,548826297.7,-2.409297654,15091.44205,,598.0022674,2.602747708,,0.488347864,,,,7.5,9.9,8.9,10.8,1.193292601,95,99,
2010,YR2010,St. Lucia,LCA,,4.47126,58.347,50.89398021,38.10690238,18.03278689,16.338,3.5,,1.982,1067166275,0.40253916,10031.9922,,527.9501329,4.245943976,,2.562063914,77.14,71.812,74.41102439,15.5,18.2,16.2,20.2,1.246198029,97,95,
2010,YR2010,St. Martin (French part),MAF,,,,,,,17,,,1.8,,,,,,,,,,,,,,,,1.382088439,,,
2010,YR2010,St. Vincent and the Gredines,VCT,,4.53692,56.276,49.79924642,39.70811937,25.64102564,17.101,4,,2.07,591892928.9,-2.785626335,9452.864627,,292.9073293,3.89597407,,3.235635536,74.33,70.142,72.18492683,21.4,23.9,21.7,26,0.061308995,99,99,
2010,YR2010,Sudan,SDN,55.8,0.868476416,93.02641,82.46741492,76.73145806,57.34217172,34.85,2.5,,4.637,35822262376,3.477218623,1777.482554,,110.7765254,1.988367872,,18.83496545,63.272,59.77,61.47829268,52,77.9,71.7,83.6,2.26609785,90,90,50.6
2010,YR2010,Surime,SUR,,,36.936,54.03846043,44.11205301,0.5,18.447,,,2.345,2188868338,4.220629047,7113.605152,,472.0516443,2.942626769,,8.162805592,73.682,67.149,70.33582927,19.8,22.2,19.4,24.8,0.916062066,96,90,51.7
2010,YR2010,Swaziland,SWZ,57.6,6.93466,78.3852,72.95459282,67.17749532,71.04651163,30.816,,,3.559,2917342648,1.866465856,4721.839375,51.49,242.6825464,5.535319993,4.05,-0.971082459,47.915,48.756,48.3457561,61.2,91.9,86.6,96.9,1.645278461,89,94,58.4
2010,YR2010,Sweden,SWE,,6.21968,6.3216,53.16380636,25.28308055,7.518155676,12.3,,38.72086881,1.98,4.02E+11,6.556845091,34125.34932,,4708.388906,7.744444588,,0.849062987,83.5,79.5,81.45121951,2.4,3,2.8,3.3,0.852524629,98,97,30
2010,YR2010,Switzerland,CHE,,5.3029,2.9412,46.97654102,22.12669993,38.0875,10.3,,,1.52,4.28E+11,2.953221916,39041.58165,,7699.161783,7.099355327,,0.336598027,84.5,80.1,82.24634146,3.8,4.5,4.1,4.9,1.041558058,96,92,30.1
2010,YR2010,Syrian Arab Republic,SYR,,2.596069287,42.7822,65.19061994,59.02958325,75.73925829,24.964,,,3.078,36613976515,3.2,4501.736439,,96.58501045,1.567106848,,6.264043253,77.529,72.333,74.86763415,13.1,15.2,13.6,16.7,2.354674751,80,82,
2010,YR2010,Tajikistan,TJK,,3.20437,43.6072,64.5221893,59.08497083,34.60988854,32.553,4,,3.78,3181403840,6.5,1746.42209,,49.06823121,1.594689764,,12.46166677,70.376,63.776,66.9955122,52.1,62.5,56,68.4,2.387288407,93,94,33.3
2010,YR2010,Tanzania,TZA,70.6,2.393334637,125.8002,92.14022486,86.15402838,42.10882818,40.643,3.5,,5.428,19720449299,7.043072344,1288.502362,,36.7589653,2.81708317,,6.933169212,60.307,58.11,59.18170732,41.5,61.6,57.7,65.3,3.010116932,91,92,58
2010,YR2010,Thailand,THA,,4.05897,40.8424,39.2789904,26.92604427,41.2221809,11.026,,28.77322015,1.443,2.10E+11,7.810512395,7987.177538,39.37,179.1481965,2.913826974,6.76,3.663192169,77.246,70.545,73.81378049,12.2,14.2,12.2,16,0.188395185,99,98,43.6
2010,YR2010,Timor-Leste,TMP,70.9,3.27329,57.6466,101.6706098,95.44197839,24.5460659,36.445,3.5,,5.578,732847298.6,9.492558303,1367.256757,,44.68038609,4.289909725,,3.217612193,67.5,64.463,65.94446341,51.5,61.7,56.4,66.6,2.879661709,72,66,
2010,YR2010,Togo,TGO,32.1,4.44023,90.9492,81.19980127,76.22879986,68.02721088,37.492,3,,4.792,2477350119,3.995700241,862.041038,,39.11017399,3.423685031,,1.17721752,56.272,54.704,55.46887805,65.1,101,93.8,107.8,2.595340664,86,68,58.5
2010,YR2010,Tonga,TON,,2.95537,19.7864,76.48515081,66.13658196,43.05555556,27.176,3,,3.914,268854243,3.330222255,4154.84963,,172.2227015,4.075684148,,3.747173989,75.159,69.348,72.18263415,11.8,13.7,12.1,15.1,0.521057739,99,99,
